"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-172-31-33-69",,,,"User:","ubuntu"
"Cmdline:","dstat --time --cpu --mem --disk --io --net --output telemetry_mysql_run1.csv 1",,,,"Date:","23 Jul 2026 14:09:02 UTC"
"system","total usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",
23-07 14:15:38,9.375,2.625,86.374,0,0,9813824,47957368,695748,6033016,0,0,0,0,0,0
23-07 14:15:38,9.625,2.500,86.249,0,0,9813824,47957368,695748,6033016,0,0,0,0,0,0
23-07 14:15:39,9.875,2.750,86.249,0,0,9813824,47957368,695748,6033016,0,0,0,0,0,0
23-07 14:15:39,9.750,2.875,86.249,0,0,9813824,47957368,695748,6033016,0,0,0,0,0,0
23-07 14:15:40,9.500,2.750,86.251,0,0,9813824,47957368,695748,6033016,0,0,0,0,0,0
23-07 14:15:40,9.250,2.625,86.126,0,0,9813824,47957368,695748,6033016,0,0,0,0,0,0
23-07 14:15:41,9.626,2.375,86.132,0,0,9813820,47957368,695748,6033020,0,0,0,0,0,0
23-07 14:15:41,9.875,2.375,86.127,0,0,9813820,47957368,695748,6033020,0,0,0,0,0,0
23-07 14:15:42,9.875,2.250,86.376,0,0,9813820,47957368,695748,6033020,0,0,0,0,0,0
23-07 14:15:42,9.876,2.250,86.632,0,0,9813820,47957368,695748,6033020,0,0,0,0,0,0
23-07 14:15:43,9.500,2.500,86.249,0,0,9815584,47955604,695748,6033020,0,0,0,0,0,0
23-07 14:15:43,9.250,2.500,86.250,0,0,9815584,47955604,695748,6033020,0,0,0,0,0,0
23-07 14:15:44,9.250,2.875,86.252,0,0,9815584,47955604,695748,6033020,0,0,0,0,0,0
23-07 14:15:44,9.375,3.000,86.004,0,0,9815584,47955604,695748,6033020,0,0,0,0,0,0
23-07 14:15:45,9.625,2.750,86.251,0,0,9815584,47955604,695748,6033020,0,0,0,0,0,0
23-07 14:15:45,9.500,2.625,86.250,0,0,9815584,47955604,695748,6033020,0,0,0,0,0,0
23-07 14:15:46,9.500,2.500,85.999,0,0,9815584,47955604,695748,6033020,0,0,0,0,0,0
23-07 14:15:46,9.625,2.625,86.376,0,0,9815584,47955604,695748,6033020,0,0,0,0,0,0
23-07 14:15:47,9.250,2.750,86.249,0,0,9815584,47955604,695748,6033020,0,0,0,0,0,0
23-07 14:15:47,9.375,2.750,86.000,0,0,9815584,47955604,695748,6033020,0,0,0,0,0,0
23-07 14:15:48,9.250,2.875,86.249,0,0,9815836,47955352,695748,6033020,0,0,0,0,0,0
23-07 14:15:48,9.125,2.875,86.374,0,0,9815836,47955352,695748,6033020,0,0,0,0,0,0
23-07 14:15:49,9.500,2.500,86.253,0,0,9815836,47955352,695748,6033020,0,0,0,0,76.003,90.004
23-07 14:15:49,9.375,2.375,86.000,0,0,9815836,47955352,695748,6033020,0,0,0,0,76.000,90.000
23-07 14:15:50,9.375,2.750,86.002,0,0,9815836,47955352,695748,6033020,0,0,0,0,0,0
23-07 14:15:50,9.499,2.750,86.495,0,0,9815836,47955352,695748,6033020,0,0,0,0,0,0
23-07 14:15:51,9.499,2.625,86.367,0,0,9815836,47955352,695748,6033020,0,0,0,0,0,0
23-07 14:15:51,9.626,2.625,86.005,0,0,9815836,47955352,695748,6033020,0,0,0,0,0,0
23-07 14:15:52,10.501,2.000,86.506,0,0,9815836,47955352,695748,6033020,0,8.001,0,2.000,0,0
23-07 14:15:52,10.374,2.125,86.493,0,0,9815836,47955352,695748,6033020,0,7.999,0,2.000,0,0
23-07 14:15:53,9.625,2.500,86.247,0,0,9819868,47951320,695748,6033020,0,0,0,0,0,0
23-07 14:15:53,9.625,2.375,85.999,0,0,9819868,47951320,695748,6033020,0,0,0,0,0,0
23-07 14:15:54,10.000,2.000,86.002,0,0,9819868,47951320,695748,6033020,0,0,0,0,0,0
23-07 14:15:54,10.125,2.125,86.501,0,0,9819868,47951320,695748,6033020,0,0,0,0,0,0
23-07 14:15:55,9.999,2.500,86.114,0,0,9819868,47951320,695748,6033020,0,0,0,0,0,0
23-07 14:15:55,9.750,2.500,85.871,0,0,9819868,47951320,695748,6033020,0,0,0,0,0,0
23-07 14:15:56,9.375,2.750,86.250,0,0,9819832,47951320,695748,6033052,0,0,0,0,0,0
23-07 14:15:56,9.750,2.625,86.500,0,0,9819832,47951320,695748,6033052,0,0,0,0,0,0
23-07 14:15:57,9.875,2.500,86.375,0,0,9819832,47951320,695748,6033052,0,4.000,0,1.000,0,0
23-07 14:15:57,9.750,2.500,86.125,0,0,9819832,47951320,695748,6033052,0,4.000,0,1.000,0,0
23-07 14:15:58,9.876,2.500,86.258,0,0,9819832,47951320,695748,6033052,0,0,0,0,0,0
23-07 14:15:58,9.751,2.625,86.005,0,0,9819832,47951320,695748,6033052,0,0,0,0,0,0
23-07 14:15:59,10.000,2.250,86.001,0,0,9819832,47951320,695748,6033052,0,0,0,0,0,0
23-07 14:15:59,10.125,2.250,86.376,0,0,9819832,47951320,695748,6033052,0,0,0,0,0,0
23-07 14:16:00,9.750,2.500,86.247,0,0,9819832,47951320,695748,6033052,0,0,0,0,27.999,41.999
23-07 14:16:00,9.625,2.375,86.125,0,0,9819832,47951320,695748,6033052,0,0,0,0,28.000,42.000
23-07 14:16:01,10.000,2.125,86.127,0,0,9819832,47951320,695748,6033052,0,0,0,0,0,0
23-07 14:16:01,9.750,2.125,86.753,0,0,9819832,47951320,695748,6033052,0,0,0,0,0,0
23-07 14:16:02,1.625,0.125,98.374,0,0,9796444,47974700,695748,6033060,0,20.000,0,3.000,183.999,2543.980
23-07 14:16:02,1.625,0.125,98.246,0,0,9796444,47974700,695748,6033060,0,19.999,0,3.000,183.992,2543.893
23-07 14:16:03,0,0,99.879,0,0,9796444,47974700,695748,6033060,0,8.000,0,2.000,0,0
23-07 14:16:03,0,0,99.879,0,0,9796444,47974700,695748,6033060,0,8.000,0,2.000,0,0
23-07 14:16:04,0,0.125,99.753,0,0,9796444,47974700,695748,6033060,0,52.002,0,2.000,0,0
23-07 14:16:04,0,0.125,100.002,0,0,9796444,47974700,695748,6033060,0,52.001,0,2.000,0,0
23-07 14:16:05,0.125,0,100.001,0,0,9796440,47974700,695748,6033064,0,0,0,0,76.001,90.001
23-07 14:16:05,0.125,0,99.999,0,0,9796440,47974700,695748,6033064,0,0,0,0,75.999,89.999
23-07 14:16:06,0,0,99.999,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:06,0,0,99.502,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:07,0,0,99.749,0,0,9796432,47974700,695748,6033072,0,71.999,0,17.000,28.000,41.999
23-07 14:16:07,0,0,99.749,0,0,9796432,47974700,695748,6033072,0,71.999,0,17.000,28.000,42.000
23-07 14:16:08,0,0,99.875,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:08,0,0,100.000,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:09,0,0,100.000,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:09,0.125,0,99.875,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:10,0.125,0,99.626,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:10,0,0,99.999,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:11,0,0,99.874,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:11,0,0,99.751,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:12,0,0,99.876,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:12,0,0,99.874,0,0,9796432,47974700,695748,6033072,0,0,0,0,0,0
23-07 14:16:13,0,0,99.872,0,0,9796432,47974700,695764,6033056,0,83.998,0,7.000,0,0
23-07 14:16:13,0,0,100.000,0,0,9796432,47974700,695764,6033056,0,84.000,0,7.000,0,0
23-07 14:16:14,0,0,99.877,0,0,9796656,47974448,695776,6033072,0,128.002,0,14.000,0,0
23-07 14:16:14,0,0,99.751,0,0,9796656,47974448,695776,6033072,0,128.002,0,14.000,0,0
23-07 14:16:15,0,0.125,100.000,0,0,9796656,47974448,695776,6033072,0,0,0,0,0,0
23-07 14:16:15,0,0.125,99.875,0,0,9796656,47974448,695776,6033072,0,0,0,0,0,0
23-07 14:16:16,0.125,0,99.875,0,0,9796656,47974448,695776,6033072,0,44.000,0,3.000,0,0
23-07 14:16:16,0.125,0,99.624,0,0,9796656,47974448,695776,6033072,0,44.000,0,3.000,0,0
23-07 14:16:17,0.125,0,99.750,0,0,9796652,47974448,695776,6033072,0,151.999,0,9.000,0,0
23-07 14:16:17,0.125,0,99.874,0,0,9796652,47974448,695776,6033072,0,151.999,0,9.000,0,0
23-07 14:16:18,0,0,99.750,0,0,9796652,47974448,695776,6033072,0,16.000,0,3.000,0,0
23-07 14:16:18,0,0,99.875,0,0,9796652,47974448,695776,6033072,0,16.000,0,3.000,0,0
23-07 14:16:19,0,0,99.751,0,0,9796652,47974448,695776,6033072,0,8.000,0,1.000,0,0
23-07 14:16:19,0.125,0,100.001,0,0,9796652,47974448,695776,6033072,0,8.000,0,1.000,0,0
23-07 14:16:20,0.125,0,100.000,0,0,9796652,47974448,695776,6033072,0,0,0,0,0,0
23-07 14:16:20,0.125,0,100.001,0,0,9796652,47974448,695776,6033072,0,0,0,0,0,0
23-07 14:16:21,0.250,0.125,99.748,0,0,9796652,47974448,695776,6033072,0,12.000,0,2.000,0,0
23-07 14:16:21,0.125,0.125,99.749,0,0,9796652,47974448,695776,6033072,0,12.000,0,2.000,0,0
23-07 14:16:22,0.125,0,100.002,0,0,9796652,47974448,695776,6033072,0,0,0,0,76.002,90.002
23-07 14:16:22,0.125,0,99.626,0,0,9796652,47974448,695776,6033072,0,0,0,0,76.001,90.001
23-07 14:16:23,0,0,99.749,0,0,9796652,47974448,695776,6033072,0,0,0,0,0,0
23-07 14:16:23,0,0,99.999,0,0,9796652,47974448,695776,6033072,0,0,0,0,0,0
23-07 14:16:24,0,0.125,100.000,0,0,9796652,47974448,695776,6033072,0,0,0,0,0,0
23-07 14:16:24,0,0.125,99.876,0,0,9796652,47974448,695776,6033072,0,0,0,0,0,0
23-07 14:16:25,0,0,99.752,0,0,9796188,47974912,695776,6033072,0,0,0,0,0,0
23-07 14:16:25,0,0,99.749,0,0,9796188,47974912,695776,6033072,0,0,0,0,0,0
23-07 14:16:26,0,0,99.999,0,0,9796188,47974912,695776,6033072,0,36.000,0,1.000,75.999,89.999
23-07 14:16:26,0,0,99.877,0,0,9796188,47974912,695776,6033072,0,36.001,0,1.000,76.001,90.001
23-07 14:16:27,0.125,0,100.001,0,0,9796188,47974912,695776,6033072,0,0,0,0,0,0
23-07 14:16:27,0.125,0,99.750,0,0,9796188,47974912,695776,6033072,0,0,0,0,0,0
23-07 14:16:28,0,0,99.749,0,0,9796188,47974912,695776,6033072,0,8.000,0,1.000,0,0
23-07 14:16:28,0.125,0,99.999,0,0,9796188,47974912,695776,6033072,0,8.000,0,1.000,0,0
23-07 14:16:29,0.125,0,99.749,0,0,9796188,47974912,695776,6033072,0,0,0,0,0,0
23-07 14:16:29,0,0,99.750,0,0,9796188,47974912,695776,6033072,0,0,0,0,0,0
23-07 14:16:30,0,0,99.876,0,0,9796188,47974912,695776,6033072,0,0,0,0,0,0
23-07 14:16:30,0,0,100.001,0,0,9796188,47974912,695776,6033072,0,0,0,0,76.001,90.001
23-07 14:16:31,0,0,99.873,0,0,9796184,47974912,695776,6033076,0,0,0,0,103.998,131.997
23-07 14:16:31,0,0,99.749,0,0,9796184,47974912,695776,6033076,0,0,0,0,28.000,42.000
23-07 14:16:32,0,0,99.877,0,0,9796184,47974912,695776,6033076,0,0,0,0,0,0
23-07 14:16:32,0,0,100.000,0,0,9796184,47974912,695776,6033076,0,0,0,0,0,0
23-07 14:16:33,0,0,99.997,0,0,9796184,47974912,695776,6033076,0,19.999,0,3.000,0,0
23-07 14:16:33,0,0,99.625,0,0,9796184,47974912,695776,6033076,0,20.000,0,3.000,0,0
23-07 14:16:34,0,0.125,99.628,0,0,9796184,47974912,695776,6033076,0,0,0,0,0,0
23-07 14:16:34,0,0.125,100.001,0,0,9796184,47974912,695776,6033076,0,68.001,0,2.000,0,0
23-07 14:16:35,0,0,99.749,0,0,9796184,47974912,695776,6033076,0,67.999,0,2.000,0,0
23-07 14:16:35,0,0,99.874,0,0,9796184,47974912,695776,6033076,0,0,0,0,0,0
23-07 14:16:36,0,0,99.750,0,0,9796184,47974912,695776,6033076,0,8.000,0,1.000,0,0
23-07 14:16:36,0.125,0,99.749,0,0,9796184,47974912,695776,6033076,0,8.000,0,1.000,0,0
23-07 14:16:37,0.125,0.125,99.876,0,0,9796184,47974912,695776,6033076,0,0,0,0,0,0
23-07 14:16:37,0,0.125,100.002,0,0,9796184,47974912,695776,6033076,0,0,0,0,0,0
23-07 14:16:38,0.125,0,99.874,0,0,9796184,47974912,695776,6033076,0,0,0,0,2445.971,2771.967
23-07 14:16:38,0.125,0,99.874,0,0,9796184,47974912,695776,6033076,0,0,0,0,2521.980,2861.977
23-07 14:16:39,0,0.125,100.001,0,0,9796184,47974912,695776,6033076,0,0,0,0,3300.037,3698.041
23-07 14:16:39,0.125,0.125,99.874,0,0,9796184,47974912,695776,6033076,0,0,0,0,3299.959,3697.954
23-07 14:16:40,0.125,0,99.749,0,0,9796184,47974912,695776,6033076,0,0,0,0,3189.975,3389.973
23-07 14:16:40,0,0,99.876,0,0,9796184,47974912,695776,6033076,0,0,0,0,3190.042,3390.045
23-07 14:16:41,0.125,0.125,99.875,0,0,9796184,47974912,695776,6033076,0,0,0,0,3287.993,3385.993
23-07 14:16:41,0.125,0.125,99.624,0,0,9796184,47974912,695776,6033076,0,0,0,0,3287.964,3385.963
23-07 14:16:42,0,0,100.002,0,0,9796184,47974912,695776,6033076,0,0,0,0,2632.042,3150.050
23-07 14:16:42,0,0,99.752,0,0,9796184,47974912,695776,6033076,0,0,0,0,2668.046,3240.055
23-07 14:16:43,0,0.125,99.749,0,0,9796184,47974912,695776,6033076,0,0,0,0,3629.949,3165.955
23-07 14:16:43,0,0.125,99.999,0,0,9796184,47974912,695776,6033076,0,0,0,0,3691.947,3165.955
23-07 14:16:44,0,0,99.750,0,0,9796184,47974912,695776,6033076,0,68.000,0,12.000,3419.993,3479.993
23-07 14:16:44,0,0,99.876,0,0,9796184,47974912,695776,6033076,0,68.000,0,12.000,3322.017,3390.017
23-07 14:16:45,1.125,0.375,98.118,0.125,0,9799776,47971832,695812,6030428,0,423.968,0,40.997,2958.776,3529.733
23-07 14:16:45,1.125,0.375,97.995,0.125,0,9799776,47971832,695812,6030428,0,423.977,0,40.998,2882.844,3439.813
23-07 14:16:46,0.250,0.125,99.502,0,0,9803364,47968052,695812,6031188,0,0,0,0,2950.068,3198.073
23-07 14:16:46,0.250,0.125,99.751,0,0,9803364,47968052,695812,6031188,0,0,0,0,3026.030,3288.033
23-07 14:16:47,0.125,0.125,99.625,0,0,9800788,47970628,695812,6031232,0,0,0,0,1720.006,1710.006
23-07 14:16:47,0.125,0.125,99.502,0,0,9800788,47970628,695812,6031232,0,0,0,0,1644.028,1620.028
23-07 14:16:48,0,0,100.003,0,0,9800788,47970628,695812,6031232,0,8.000,0,2.000,0,0
23-07 14:16:48,0,0,99.752,0,0,9800788,47970628,695812,6031232,0,8.000,0,2.000,0,0
23-07 14:16:49,0,0,99.877,0,0,9800788,47970628,695812,6031232,0,0,0,0,0,0
23-07 14:16:49,0,0,99.876,0,0,9800788,47970628,695812,6031232,0,0,0,0,0,0
23-07 14:16:50,0,0,99.751,0,0,9800788,47970628,695812,6031232,0,0,0,0,0,0
23-07 14:16:50,0.125,0,100.000,0,0,9800788,47970628,695812,6031232,0,0,0,0,0,0
23-07 14:16:51,1.125,0.250,98.744,0,0,9800780,47970440,695820,6031420,0,55.997,0,4.000,0,0
23-07 14:16:51,1.000,0.250,98.872,0,0,9800780,47970440,695820,6031420,0,55.999,0,4.000,0,0
23-07 14:16:52,7.250,1.000,91.499,0.375,0,9814628,47932140,695832,6064132,0,39215.698,0,368.997,137.999,923.993
23-07 14:16:52,7.500,1.000,90.872,0.375,0,9814952,47931488,695832,6064784,0,40206.647,0,378.987,137.995,923.969
23-07 14:16:53,10.375,1.250,87.122,0.500,0,9826328,47857260,695856,6138640,0,87996.922,0,789.972,0,0
23-07 14:16:53,10.375,1.250,87.373,0.500,0,9826652,47856608,695856,6139292,0,88093.570,0,791.978,0,0
23-07 14:16:54,10.751,1.625,87.254,0.500,0,9838236,47798476,695868,6197120,0,71955.576,0,663.033,76.004,90.004
23-07 14:16:54,10.875,1.625,87.379,0.500,0,9838560,47797500,695868,6198096,0,71955.152,0,663.029,76.003,90.004
23-07 14:16:55,11.000,1.000,87.500,0.500,0,9851372,47738332,695884,6255552,0,71955.871,0,665.999,0,0
23-07 14:16:55,11.125,1.125,87.000,0.500,0,9851696,47737356,695884,6256528,0,71860.322,0,665.003,0,0
23-07 14:16:56,10.875,1.500,87.251,0.500,0,9864152,47678388,695896,6314048,0,71852.946,0,661.009,0,0
23-07 14:16:56,10.750,1.375,87.250,0.500,0,9864476,47677740,695896,6314696,0,71852.336,0,660.003,0,0
23-07 14:16:57,11.000,1.125,87.124,0.375,0,9877788,47617444,695908,6373928,0,71759.235,0,661.993,0,0
23-07 14:16:57,10.875,1.125,87.251,0.500,0,9878112,47616792,695908,6374580,0,71856.589,0,663.005,0,0
23-07 14:16:58,11.000,1.250,87.376,0.500,0,9892348,47554532,695928,6435152,0,71869.206,0,662.011,0,0
23-07 14:16:58,11.000,1.375,87.375,0.500,0,9892700,47537124,695932,6452204,0,87815.679,0,789.997,0,0
23-07 14:16:59,10.125,1.500,87.249,0.625,0,9907212,47474888,695944,6512600,0,87707.245,0,789.993,0,0
23-07 14:16:59,10.125,1.375,87.251,0.500,0,9907536,47473912,695944,6513576,0,71760.689,0,662.006,0,0
23-07 14:17:00,11.000,1.125,87.374,0.500,0,9920708,47412688,695952,6574060,0,71667.319,0,657.994,0,0
23-07 14:17:00,11.000,1.125,87.249,0.500,0,9921356,47411712,695952,6574712,0,71675.531,0,657.996,0,0
23-07 14:17:01,10.125,1.250,87.001,0.375,0,9935592,47349952,695976,6634896,0,71772.933,0,665.009,0,0
23-07 14:17:01,10.250,1.375,87.375,0.375,0,9935592,47349624,695976,6635224,0,71772.155,0,665.001,0,0
23-07 14:17:02,10.875,1.250,87.248,0.500,0,9936724,47300288,696008,6682240,0,75506.066,0,711.982,27.999,41.999
23-07 14:17:02,10.750,1.250,86.999,0.500,0,9936724,47299960,696008,6682568,0,75507.018,0,711.991,28.000,41.999
23-07 14:17:03,10.875,1.250,87.125,0.500,0,9936804,47252072,696028,6729132,0,75980.368,0,709.003,0,0
23-07 14:17:03,11.000,1.125,87.252,0.500,0,9936804,47251744,696028,6729460,0,75981.725,0,709.016,0,0
23-07 14:17:04,10.875,1.375,87.374,0.625,0,9936508,47187224,696064,6792580,0,91938.716,0,837.988,0,0
23-07 14:17:04,10.875,1.375,87.124,0.625,0,9936836,47186568,696064,6792908,0,91939.030,0,837.991,0,0
23-07 14:17:05,10.875,1.500,87.126,0.500,0,9936944,47138572,696088,6839520,0,75900.951,0,706.009,0,0
23-07 14:17:05,10.750,1.500,87.250,0.625,0,9937272,47137916,696088,6839848,0,75892.395,0,706.004,0,0
23-07 14:17:06,11.125,1.000,87.001,0.500,0,9937508,47089596,696104,6886700,0,76076.793,0,710.007,0,0
23-07 14:17:06,11.250,1.125,87.125,0.375,0,9937836,47088940,696104,6887028,0,76075.635,0,709.997,0,0
23-07 14:17:07,10.750,1.250,87.250,0.500,0,9937056,47041548,696140,6934220,0,75843.822,0,713.998,0,0
23-07 14:17:07,10.750,1.125,87.001,0.500,0,9937056,47041220,696140,6934548,0,75844.971,0,714.009,0,0
23-07 14:17:08,11.125,1.250,87.125,0.500,0,9937392,46992816,696164,6981368,0,76071.927,0,708.999,0,0
23-07 14:17:08,11.000,1.250,87.375,0.500,0,9937392,46992488,696164,6981696,0,75976.131,0,708.001,0,0
23-07 14:17:09,10.500,1.375,87.501,0.500,0,9937660,46944072,696184,7028488,0,76104.527,0,714.005,0,0
23-07 14:17:09,10.625,1.500,87.125,0.500,0,9938404,46926588,696184,7044904,0,87128.072,0,800.001,0,0
23-07 14:17:10,10.750,1.250,87.250,0.500,0,9938476,46878268,696204,7091852,0,91927.675,0,834.997,76.000,90.000
23-07 14:17:10,10.625,1.250,87.374,0.500,0,9938476,46877940,696204,7092180,0,81007.363,0,749.994,75.999,89.999
23-07 14:17:11,10.875,1.375,86.999,0.500,0,9937612,46831040,696228,7138680,0,74982.953,0,702.990,0,0
23-07 14:17:11,11.000,1.250,87.123,0.625,0,9937284,46830712,696228,7139336,0,74981.983,0,702.981,0,0
23-07 14:17:12,10.999,1.125,87.241,0.500,0,9936520,46783592,696244,7185792,0,76080.181,0,705.927,0,0
23-07 14:17:12,10.873,1.250,87.362,0.375,0,9936192,46783264,696244,7186448,0,76069.014,0,705.898,0,0
23-07 14:17:13,10.500,1.375,87.251,0.625,0,9935312,46736280,696264,7233064,0,75872.578,0,705.005,0,0
23-07 14:17:13,10.626,1.250,87.130,0.625,0,9935308,46735952,696264,7233396,0,75884.062,0,705.038,0,0
23-07 14:17:14,10.626,1.375,87.134,0.500,0,9934208,46689232,696284,7280144,0,75987.774,0,706.072,0,0
23-07 14:17:14,10.501,1.500,87.261,0.500,0,9934208,46688904,696284,7280472,0,75885.792,0,705.091,0,0
23-07 14:17:15,10.873,1.500,87.109,0.500,0,9932716,46625740,696300,7343452,0,95414.631,0,883.839,0,0
23-07 14:17:15,10.874,1.375,86.992,0.500,0,9933044,46625084,696300,7343780,0,95423.566,0,883.922,0,0
23-07 14:17:16,11.001,1.125,87.132,0.500,0,9931672,46578276,696316,7390668,0,76245.872,0,710.055,0,0
23-07 14:17:16,11.000,1.125,87.497,0.500,0,9931672,46577948,696316,7390996,0,76237.076,0,709.973,0,0
23-07 14:17:17,10.750,1.125,87.500,0.500,0,9931028,46530504,696332,7437828,0,76083.893,0,708.999,0,0
23-07 14:17:17,10.875,1.125,87.000,0.500,0,9931028,46530176,696332,7438156,0,76084.395,0,709.004,0,0
23-07 14:17:18,11.000,1.250,87.249,0.500,0,9931516,46481868,696348,7484676,0,76086.983,0,705.991,0,0
23-07 14:17:18,10.875,1.250,87.374,0.500,0,9931188,46481540,696348,7485332,0,76183.182,0,706.992,0,0
23-07 14:17:19,11.251,1.125,87.258,0.500,0,9931668,46433288,696364,7531860,0,76087.225,0,708.067,0,0
23-07 14:17:19,11.376,1.125,87.132,0.500,0,9931668,46432960,696364,7532188,0,75989.743,0,707.053,0,0
23-07 14:17:20,10.250,1.500,85.749,2.125,0,9931228,46385872,696396,7578344,0,328845.441,0,2767.978,0,0
23-07 14:17:20,10.000,1.500,85.497,2.500,0,9931228,46385872,696416,7578324,0,398016.254,0,3355.867,0,0
23-07 14:17:21,11.500,1.000,86.753,0.750,0,9931584,46371116,696548,7592340,0,113527.343,0,1110.033,0,0
23-07 14:17:21,11.626,1.000,87.256,0.375,0,9931584,46370460,696548,7592996,0,44343.296,0,522.039,0,0
23-07 14:17:22,10.875,1.375,87.374,0.375,0,9930988,46356464,696572,7607072,0,44163.733,0,463.997,0,0
23-07 14:17:22,10.875,1.500,87.251,0.375,0,9930660,46356136,696572,7607728,0,44164.647,0,464.007,0,0
23-07 14:17:23,10.624,1.250,86.993,0.375,0,9930824,46341328,696572,7621896,0,43764.422,0,451.963,0,0
23-07 14:17:23,10.875,1.250,87.125,0.375,0,9930824,46341000,696572,7622224,0,43767.995,0,452.000,0,0
23-07 14:17:24,11.001,1.375,87.257,0.375,0,9930220,46326864,696572,7636572,0,43967.542,0,454.037,0,0
23-07 14:17:24,11.000,1.250,87.126,0.375,0,9930876,46325880,696572,7636900,0,43964.534,0,454.006,0,0
23-07 14:17:25,11.625,1.250,86.874,0.375,0,9930496,46311496,696572,7651252,0,43639.302,0,447.993,0,0
23-07 14:17:25,11.375,1.375,86.873,0.375,0,9930496,46311168,696572,7651580,0,43646.800,0,447.988,0,0
23-07 14:17:26,10.874,1.875,85.618,1.375,0,9930172,46297360,696572,7665320,0,229833.781,0,1944.846,75.994,89.993
23-07 14:17:26,10.875,1.750,85.626,1.375,0,9930172,46297032,696572,7665648,0,229855.044,0,1945.026,76.001,90.001
23-07 14:17:27,11.125,1.625,86.626,0.250,0,9929668,46282976,696576,7679800,0,44084.419,0,453.004,0,0
23-07 14:17:27,11.125,1.625,86.625,0.250,0,9929996,46282320,696576,7680128,0,44083.861,0,452.999,0,0
23-07 14:17:28,11.250,1.500,86.625,0.375,0,9928740,46268624,696576,7694572,0,44120.073,0,450.001,0,0
23-07 14:17:28,11.375,1.500,86.500,0.375,0,9928740,46268296,696576,7694900,0,44215.781,0,450.998,0,0
23-07 14:17:29,11.376,1.375,86.381,0.375,0,9928888,46253776,696576,7708964,0,43414.925,0,445.030,0,0
23-07 14:17:29,11.250,1.375,86.871,0.375,0,9928884,46253452,696576,7709292,0,43410.155,0,444.981,0,0
23-07 14:17:30,11.750,1.000,86.998,0.375,0,9928432,46239144,696576,7723652,0,44015.106,0,454.991,0,0
23-07 14:17:30,11.750,1.125,86.500,0.375,0,9928760,46238488,696576,7723980,0,43920.016,0,454.000,0,0
23-07 14:17:31,10.875,1.500,86.624,0.250,0,9928496,46224084,696580,7738228,0,43847.465,0,449.995,28.000,41.999
23-07 14:17:31,10.875,1.375,86.497,0.250,0,9928496,46223756,696580,7738556,0,43942.421,0,450.984,27.999,41.998
23-07 14:17:32,11.250,1.125,86.503,0.375,0,9928676,46209292,696580,7752452,0,43209.404,0,441.014,0,0
23-07 14:17:32,11.250,1.250,86.628,0.375,0,9928676,46208636,696580,7753108,0,43209.549,0,441.016,0,0
23-07 14:17:33,11.125,1.625,86.626,0.375,0,9928768,46194232,696580,7767008,0,43928.505,0,452.005,0,0
23-07 14:17:33,11.125,1.625,86.751,0.375,0,9928440,46193904,696580,7767664,0,43832.663,0,451.007,0,0
23-07 14:17:34,11.000,1.250,86.500,0.375,0,9929036,46178952,696580,7781628,0,43912.077,0,450.001,0,0
23-07 14:17:34,11.125,1.125,86.749,0.375,0,9929036,46178624,696580,7781956,0,44007.713,0,450.997,0,0
23-07 14:17:35,10.874,2.375,83.617,3.250,0,9934700,46142984,696596,7810956,0,408847.457,0,3357.667,0,0
23-07 14:17:35,10.624,2.375,82.621,4.125,0,9934700,46142984,696596,7810956,0,415609.379,0,3409.814,0,0
23-07 14:17:36,8.251,0.750,81.632,8.501,0,9933020,46134388,696752,7820956,0,126023.518,0,1253.115,76.007,90.008
23-07 14:17:36,8.375,0.875,82.255,7.625,0,9933020,46134060,696752,7821284,0,119274.626,0,1201.067,76.004,90.005
23-07 14:17:37,11.125,1.000,87.003,0.375,0,9932772,46119592,696756,7835604,0,45085.408,0,666.021,0,0
23-07 14:17:37,11.250,1.000,87.251,0.375,0,9932772,46119264,696756,7835932,0,45076.498,0,666.007,0,0
23-07 14:17:38,11.250,1.375,87.250,0.375,0,9932616,46104792,696756,7850148,0,43655.999,0,606.000,0,0
23-07 14:17:38,11.125,1.250,87.126,0.375,0,9932944,46104136,696756,7850476,0,43664.632,0,606.009,0,0
23-07 14:17:39,10.875,1.375,87.251,0.375,0,9931968,46090420,696756,7864740,0,43784.646,0,454.007,0,0
