"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-172-31-33-69",,,,"User:","ubuntu"
"Cmdline:","dstat --time --cpu --mem --disk --io --net --output telemetry_cassandra_run1.csv 1",,,,"Date:","23 Jul 2026 14:21:33 UTC"
"system","total usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",
23-07 14:30:27,4.375,2.375,89.252,0,0,10015200,45685356,699496,8174724,0,12.000,0,2.000,0,0
23-07 14:30:28,4.500,1.875,89.249,0,0,10015196,45685228,699496,8174852,0,0,0,0,0,0
23-07 14:30:29,10.875,2.125,82.999,0,0,10015192,45685228,699496,8174856,0,0,0,0,0,0
23-07 14:30:30,5.125,2.625,89.001,0,0,10015648,45684240,699500,8175368,0,28.000,0,4.000,0,0
23-07 14:30:31,4.250,2.125,89.125,0,0,10015584,45684112,699500,8175560,0,1555.999,0,14.000,0,0
23-07 14:30:32,4.875,2.500,88.498,0,0,10015448,45684048,699500,8175752,0,135.997,0,18.000,0,0
23-07 14:30:33,4.625,2.250,89.004,0,0,10015444,45683792,699500,8176008,0,0,0,0,76.004,90.004
23-07 14:30:34,5.125,2.625,89.124,0,0,10015440,45683792,699500,8176008,0,0,0,0,0,0
23-07 14:30:35,3.750,1.750,89.374,0,0,10015416,45683280,699508,8176520,0,12.000,0,2.000,0,0
23-07 14:30:36,4.125,2.750,89.248,0,0,10015412,45683152,699508,8176648,0,0,0,0,0,0
23-07 14:30:37,6.500,2.125,87.000,0,0,10015408,45683024,699508,8176776,0,4.000,0,1.000,0,0
23-07 14:30:38,5.250,2.250,89.002,0,0,10015400,45682640,699508,8177160,0,0,0,0,76.002,90.002
23-07 14:30:39,5.000,2.375,89.249,0,0,10015392,45682512,699508,8177292,0,0,0,0,0,0
23-07 14:30:40,4.250,2.250,89.626,0,0,10015380,45682128,699512,8177676,0,12.000,0,2.000,76.001,90.001
23-07 14:30:41,5.125,2.500,88.748,0,0,10015420,45681760,699516,8177996,0,2579.945,0,22.000,0,0
23-07 14:30:42,3.875,2.125,89.879,0,0,10015420,45681760,699516,8177996,0,0,0,0,0,0
23-07 14:30:43,4.250,2.125,89.499,0,0,10015396,45681312,699516,8178452,0,0,0,0,28.000,42.000
23-07 14:30:44,4.750,2.000,89.002,0,0,10015388,45681184,699516,8178584,0,36.001,0,3.000,0,0
23-07 14:30:45,5.375,2.375,88.749,0,0,10015376,45680800,699516,8178968,0,12.000,0,2.000,0,0
23-07 14:30:46,4.874,2.500,89.109,0,0,10015372,45680672,699516,8179096,0,0,0,0,0,0
23-07 14:30:47,5.001,2.125,88.509,0,0,10015368,45680416,699516,8179352,0,8.001,0,2.000,76.008,90.009
23-07 14:30:48,4.750,2.500,89.383,0,0,10015364,45680160,699516,8179608,0,0,0,0,0,0
23-07 14:30:49,4.874,2.250,88.990,0,0,10015356,45679904,699516,8179864,0,0,0,0,0,0
23-07 14:30:50,4.750,1.875,88.870,0,0,10015352,45679904,699520,8179864,0,11.999,0,2.000,0,0
23-07 14:30:51,5.125,2.500,88.625,0,0,10015268,45679648,699528,8180184,0,2708.015,0,23.000,0,0
23-07 14:30:52,5.000,2.250,88.499,0,0,10015132,45679456,699528,8180504,0,0,0,0,0,0
23-07 14:30:53,5.000,2.750,88.875,0,0,10015128,45679200,699528,8180760,0,0,0,0,0,0
23-07 14:30:54,4.375,2.375,89.129,0,0,10015124,45679072,699528,8180888,0,0,0,0,76.003,90.004
23-07 14:30:55,5.126,2.500,88.509,0,0,10015108,45678688,699532,8181272,0,12.001,0,2.000,0,0
23-07 14:30:56,5.375,2.375,89.001,0,0,10015072,45678688,699532,8181308,0,1284.018,0,11.000,0,0
23-07 14:30:57,11.375,2.000,82.625,0,0,10015060,45678304,699532,8181692,0,8.000,0,1.000,0,0
23-07 14:30:58,4.625,2.125,89.250,0,0,10015052,45678176,699532,8181824,0,8.000,0,1.000,0,0
23-07 14:30:59,4.750,2.375,88.624,0,0,10015048,45678048,699532,8181952,0,0,0,0,0,0
23-07 14:31:00,4.250,2.125,89.125,0,0,10015040,45677664,699532,8182336,0,20.000,0,2.000,0,0
23-07 14:31:01,4.875,2.125,89.000,0,0,10014908,45677664,699536,8182464,0,1431.994,0,14.000,0,0
23-07 14:31:02,5.000,2.250,88.875,0,0,10014772,45677408,699536,8182848,0,8.000,0,2.000,0,0
23-07 14:31:03,5.125,2.250,88.625,0,0,10014764,45677152,699536,8183104,0,0,0,0,0,0
23-07 14:31:04,4.875,2.625,89.122,0,0,10014764,45677152,699536,8183104,0,0,0,0,0,0
23-07 14:31:05,4.625,2.125,89.252,0,0,10015000,45676516,699540,8183492,0,32.001,0,2.000,0,0
23-07 14:31:06,4.750,2.125,89.375,0,0,10014996,45676260,699540,8183748,0,0,0,0,0,0
23-07 14:31:07,5.000,2.500,88.503,0,0,10014988,45676004,699540,8184004,0,0,0,0,0,0
23-07 14:31:08,5.124,2.250,88.989,0,0,10014984,45675876,699540,8184132,0,7.999,0,2.000,0,0
23-07 14:31:09,4.625,2.375,88.872,0,0,10014672,45675928,699540,8184388,0,0,0,0,0,0
23-07 14:31:10,4.750,2.250,88.999,0,0,10014296,45676024,699544,8184640,0,12.000,0,2.000,75.999,89.999
23-07 14:31:11,4.375,2.500,89.000,0,0,10014284,45676024,699548,8184644,0,2580.000,0,23.000,0,0
23-07 14:31:12,5.375,2.625,88.878,0,0,10014324,45675592,699548,8185028,0,0,0,0,0,0
23-07 14:31:13,4.876,2.125,88.762,0,0,10014316,45675208,699548,8185412,0,0,0,0,0,0
23-07 14:31:14,5.500,2.500,88.498,0,0,10014308,45674952,699548,8185668,0,71.999,0,2.000,0,0
23-07 14:31:15,4.875,2.375,88.748,0.125,0,10014300,45674824,699552,8185796,0,1683.957,0,16.000,0,0
23-07 14:31:16,4.750,1.750,89.125,0,0,10014292,45674568,699552,8186052,0,8.000,0,2.000,0,0
23-07 14:31:17,4.125,2.250,89.379,0,0,10014516,45674216,699552,8186180,0,0,0,0,0,0
23-07 14:31:18,5.000,2.125,88.874,0,0,10014504,45673832,699552,8186564,0,40.000,0,10.000,0,0
23-07 14:31:19,4.500,2.375,89.251,0,0,10014500,45673704,699552,8186692,0,0,0,0,0,0
23-07 14:31:20,4.500,2.250,89.498,0,0,10014492,45673320,699556,8187072,0,12.000,0,2.000,0,0
23-07 14:31:21,4.250,2.000,89.125,0,0,10014416,45673064,699560,8187396,0,2580.004,0,22.000,28.000,42.000
23-07 14:31:22,5.125,2.125,88.746,0,0,10014284,45673192,699560,8187396,0,0,0,0,0,0
23-07 14:31:23,5.000,2.625,88.874,0,0,10014004,45673012,699560,8187844,0,4.000,0,1.000,0,0
23-07 14:31:24,4.750,1.875,89.379,0,0,10013460,45673420,699560,8187976,0,0,0,0,0,0
23-07 14:31:25,11.375,1.750,82.626,0,0,10013452,45673292,699564,8188104,0,12.000,0,2.000,0,0
23-07 14:31:26,4.499,2.875,88.864,0,0,10013444,45673036,699564,8188364,0,39.995,0,1.000,75.990,89.988
23-07 14:31:27,5.125,2.375,89.005,0,0,10013440,45672908,699564,8188492,0,0,0,0,0,0
23-07 14:31:28,4.500,2.125,89.125,0,0,10013424,45672396,699564,8189004,0,24.000,0,3.000,0,0
23-07 14:31:29,4.750,2.500,88.879,0,0,10013408,45672140,699564,8189268,0,0,0,0,0,0
23-07 14:31:30,4.750,2.000,89.250,0,0,10013408,45672140,699568,8189264,0,12.000,0,2.000,0,0
23-07 14:31:31,4.750,2.125,89.001,0.125,0,10013440,45671644,699572,8189716,0,2580.025,0,22.000,28.000,42.000
23-07 14:31:32,4.750,2.250,89.000,0,0,10013436,45671452,699572,8189908,0,388.001,0,4.000,0,0
23-07 14:31:33,4.875,2.375,89.127,0,0,10013432,45671324,699572,8190036,0,0,0,0,0,0
23-07 14:31:34,4.375,2.125,89.499,0,0,10013424,45671068,699572,8190292,0,0,0,0,0,0
23-07 14:31:35,5.000,2.125,88.874,0,0,10013420,45670940,699576,8190416,0,59.999,0,9.000,0,0
23-07 14:31:36,5.000,2.375,88.875,0,0,10013404,45670556,699576,8190804,0,0,0,0,0,0
23-07 14:31:37,4.500,2.250,89.125,0,0,10013396,45670300,699576,8191060,0,0,0,0,0,0
23-07 14:31:38,4.750,2.375,89.128,0,0,10013392,45670044,699576,8191316,0,0,0,0,76.002,90.003
23-07 14:31:39,4.875,2.250,89.250,0,0,10013388,45669788,699576,8191572,0,8.000,0,2.000,0,0
23-07 14:31:40,5.125,2.125,89.000,0,0,10013376,45669532,699580,8191828,0,12.000,0,2.000,0,0
23-07 14:31:41,4.875,2.250,89.125,0,0,10013384,45669660,699580,8191700,0,2392.000,0,21.000,0,0
23-07 14:31:42,4.625,2.250,89.252,0,0,10013180,45669404,699580,8192148,0,0,0,0,76.002,90.002
23-07 14:31:43,4.875,1.875,88.999,0,0,10013176,45669340,699580,8192212,0,0,0,0,0,0
23-07 14:31:44,4.750,2.375,89.122,0,0,10013168,45668828,699580,8192724,0,79.997,0,2.000,0,0
23-07 14:31:45,4.875,2.250,88.502,0,0,10013164,45668700,699580,8192856,0,12.000,0,2.000,0,0
23-07 14:31:46,5.500,2.250,88.625,0,0,10013152,45668316,699580,8193240,0,0,0,0,0,0
23-07 14:31:47,5.375,2.250,88.997,0,0,10013152,45668316,699580,8193240,0,0,0,0,0,0
23-07 14:31:48,5.000,2.375,88.875,0,0,10013140,45667804,699580,8193752,0,0,0,0,0,0
23-07 14:31:49,5.000,2.500,89.130,0,0,10013136,45667676,699580,8193880,0,0,0,0,0,0
23-07 14:31:50,5.125,2.125,88.997,0,0,10013132,45667548,699584,8194004,0,12.000,0,2.000,0,0
23-07 14:31:51,4.875,2.375,89.125,0,0,10012984,45667164,699592,8194520,0,2579.993,0,22.000,0,0
23-07 14:31:52,11.623,2.125,82.364,0,0,10012908,45667228,699592,8194524,0,0,0,0,0,0
23-07 14:31:53,4.626,2.625,89.262,0,0,10012900,45666972,699592,8194780,0,0,0,0,0,0
23-07 14:31:54,4.500,2.000,88.999,0,0,10012896,45666844,699592,8194908,0,8.000,0,2.000,0,0
23-07 14:31:55,5.375,2.250,88.500,0,0,10013108,45666336,699596,8195196,0,16.000,0,3.000,0,0
23-07 14:31:56,4.500,2.625,89.005,0,0,10013088,45665824,699596,8195712,0,0,0,0,0,0
23-07 14:31:57,5.500,2.500,88.624,0,0,10013088,45665696,699596,8195840,0,0,0,0,0,0
23-07 14:31:58,5.125,2.125,89.379,0,0,10013084,45665440,699596,8196096,0,0,0,0,0,0
23-07 14:31:59,4.750,2.375,88.746,0,0,10013080,45665312,699596,8196224,0,8.000,0,1.000,75.996,89.996
23-07 14:32:00,4.750,2.500,89.251,0,0,10013064,45664928,699600,8196608,0,12.000,0,2.000,0,0
23-07 14:32:01,4.500,2.000,89.249,0,0,10013108,45664688,699600,8196800,0,2707.980,0,23.000,0,0
23-07 14:32:02,4.250,1.750,89.626,0,0,10013108,45664560,699600,8196928,0,0,0,0,0,0
23-07 14:32:03,4.750,2.750,89.123,0,0,10013100,45664240,699600,8197248,0,511.991,0,4.000,0,0
23-07 14:32:04,4.625,2.250,89.127,0,0,10013088,45663856,699600,8197632,0,0,0,0,0,0
23-07 14:32:05,4.750,2.125,89.003,0,0,10013080,45663728,699604,8197760,0,20.001,0,2.000,0,0
23-07 14:32:06,4.500,2.250,89.123,0,0,10013076,45663600,699604,8197888,0,12.000,0,1.000,0,0
23-07 14:32:07,5.250,2.875,89.120,0,0,10013068,45663216,699604,8198272,0,0,0,0,0,0
23-07 14:32:08,4.875,2.250,88.879,0,0,10013068,45663216,699604,8198272,0,0,0,0,0,0
23-07 14:32:09,4.500,2.000,89.000,0,0,10013052,45662704,699604,8198784,0,0,0,0,0,0
23-07 14:32:10,4.750,2.125,89.247,0,0,10013048,45662704,699604,8198788,0,12.000,0,2.000,0,0
23-07 14:32:11,4.875,2.250,89.248,0,0,10013084,45662208,699608,8199236,0,2207.946,0,20.999,0,0
23-07 14:32:12,4.375,2.250,89.005,0,0,10013084,45662208,699608,8199236,0,0,0,0,0,0
23-07 14:32:13,4.000,2.125,89.248,0,0,10013404,45661692,699608,8199428,0,0,0,0,0,0
23-07 14:32:14,4.250,2.625,89.748,0,0,10013324,45661380,699612,8199808,0,123.998,0,20.000,0,0
23-07 14:32:15,5.125,2.250,88.503,0,0,10013312,45661252,699616,8199936,0,12.000,0,2.000,76.002,90.003
23-07 14:32:16,4.750,2.500,89.376,0,0,10013292,45660996,699616,8200204,0,0,0,0,0,0
23-07 14:32:17,5.375,3.000,88.750,0,0,10013536,45660360,699616,8200588,0,0,0,0,0,0
23-07 14:32:18,4.625,2.000,89.127,0,0,10013528,45660104,699616,8200844,0,0,0,0,0,0
23-07 14:32:19,4.750,2.375,88.997,0,0,10013524,45659976,699616,8200972,0,0,0,0,0,0
23-07 14:32:20,4.625,1.750,89.122,0,0,10013508,45659720,699624,8201228,0,12.000,0,2.000,0,0
23-07 14:32:21,11.375,2.375,82.501,0,0,10013508,45659592,699624,8201356,0,2708.045,0,23.000,0,0
23-07 14:32:22,5.000,2.625,88.753,0,0,10013560,45659148,699624,8201744,0,0,0,0,0,0
23-07 14:32:23,4.625,2.250,88.997,0,0,10013560,45659148,699624,8201744,0,0,0,0,27.999,41.999
23-07 14:32:24,5.000,2.250,88.624,0,0,10013544,45658636,699624,8202256,0,0,0,0,0,0
23-07 14:32:25,5.750,2.250,88.130,0,0,10013528,45658380,699628,8202512,0,20.001,0,4.000,0,0
23-07 14:32:26,5.125,2.250,88.997,0,0,10013524,45658252,699628,8202640,0,39.999,0,2.000,0,0
23-07 14:32:27,4.875,2.250,88.874,0,0,10013516,45657996,699628,8202896,0,0,0,0,0,0
23-07 14:32:28,4.750,1.875,89.127,0,0,10013512,45657868,699628,8203024,0,0,0,0,0,0
23-07 14:32:29,4.875,2.750,88.998,0,0,10013504,45657612,699628,8203280,0,0,0,0,0,0
23-07 14:32:30,4.125,2.625,88.998,0,0,10013492,45657228,699632,8203664,0,12.000,0,2.000,0,0
23-07 14:32:31,5.375,2.125,88.628,0,0,10013492,45657228,699636,8203660,0,2580.089,0,22.001,76.003,90.003
23-07 14:32:32,4.250,2.375,89.372,0,0,10013288,45657036,699636,8204048,0,0,0,0,0,0
23-07 14:32:33,4.750,2.125,89.253,0,0,10013284,45656780,699636,8204304,0,640.019,0,5.000,0,0
23-07 14:32:34,4.375,2.125,89.124,0,0,10013284,45656780,699636,8204304,0,0,0,0,0,0
23-07 14:32:35,4.875,2.250,88.876,0,0,10013272,45656396,699640,8204684,0,28.000,0,4.000,0,0
23-07 14:32:36,4.750,2.250,88.751,0,0,10013260,45656012,699640,8205072,0,0,0,0,28.000,42.001
23-07 14:32:37,5.250,2.375,88.998,0,0,10013260,45656012,699640,8205072,0,0,0,0,0,0
23-07 14:32:38,4.875,2.500,88.751,0,0,10013244,45655628,699640,8205460,0,0,0,0,0,0
23-07 14:32:39,5.125,2.250,88.749,0,0,10013244,45655628,699640,8205460,0,0,0,0,0,0
23-07 14:32:40,5.500,2.375,88.375,0,0,10013232,45655116,699644,8205968,0,12.000,0,2.000,0,0
23-07 14:32:41,4.500,2.000,88.997,0,0,10013220,45654988,699648,8206100,0,2067.934,0,17.999,0,0
23-07 14:32:42,5.250,2.375,88.626,0,0,10013156,45655052,699648,8206100,0,16.000,0,3.000,76.001,90.001
23-07 14:32:43,5.250,2.250,89.125,0,0,10013024,45654924,699648,8206356,0,0,0,0,0,0
23-07 14:32:44,4.375,2.625,89.499,0,0,10013012,45654540,699648,8206740,0,0,0,0,0,0
23-07 14:32:45,4.750,1.875,89.129,0,0,10013000,45654284,699652,8206996,0,88.004,0,5.000,0,0
23-07 14:32:46,5.000,2.500,88.874,0,0,10013240,45653648,699652,8207380,0,0,0,0,0,0
23-07 14:32:47,4.000,2.250,89.379,0,0,10013240,45653648,699652,8207380,0,0,0,0,76.003,90.004
23-07 14:32:48,5.125,2.375,89.243,0,0,10013484,45653140,699652,8207636,0,0,0,0,0,0
23-07 14:32:49,12.000,2.125,82.250,0,0,10013472,45652756,699652,8208020,0,0,0,0,0,0
23-07 14:32:50,5.000,2.125,89.251,0,0,10013712,45652248,699656,8208280,0,12.000,0,2.000,0,0
23-07 14:32:51,4.750,2.125,88.880,0,0,10013576,45652248,699660,8208408,0,2580.145,0,22.001,0,0
23-07 14:32:52,5.250,2.250,88.999,0,0,10013508,45652056,699660,8208664,0,0,0,0,0,0
23-07 14:32:53,4.500,2.375,88.749,0,0,10013508,45652056,699660,8208664,0,0,0,0,0,0
23-07 14:32:54,5.000,2.000,89.124,0,0,10013496,45651544,699660,8209176,0,0,0,0,0,0
23-07 14:32:55,5.250,2.125,88.749,0,0,10013492,45651416,699664,8209300,0,20.000,0,4.000,0,0
23-07 14:32:56,5.250,2.125,88.878,0,0,10013688,45650792,699664,8209720,0,0,0,0,0,0
23-07 14:32:57,4.875,2.500,88.622,0,0,10013684,45650792,699664,8209724,0,0,0,0,0,0
23-07 14:32:58,4.375,2.125,88.877,0,0,10013672,45650408,699664,8210108,0,0,0,0,0,0
23-07 14:32:59,5.000,2.375,88.749,0,0,10013664,45650152,699664,8210364,0,0,0,0,0,0
23-07 14:33:00,4.625,2.125,89.250,0,0,10013664,45650024,699668,8210488,0,12.000,0,2.000,0,0
23-07 14:33:01,4.625,1.875,89.126,0,0,10013648,45649896,699672,8210624,0,2580.025,0,22.000,0,0
23-07 14:33:02,4.625,1.875,89.250,0,0,10013440,45649704,699672,8211012,0,0,0,0,0,0
23-07 14:33:03,5.125,2.125,89.124,0,0,10013440,45649576,699672,8211140,0,0,0,0,75.999,89.999
23-07 14:33:04,5.000,2.250,88.751,0,0,10013428,45649192,699672,8211524,0,768.012,0,6.000,0,0
23-07 14:33:05,5.250,2.375,88.750,0,0,10013428,45649192,699672,8211524,0,20.000,0,2.000,0,0
23-07 14:33:06,5.125,2.375,88.622,0,0,10013412,45648680,699672,8212036,0,12.000,0,1.000,0,0
23-07 14:33:07,5.000,2.000,88.756,0,0,10013412,45648680,699672,8212036,0,0,0,0,0,0
23-07 14:33:08,5.250,2.375,88.746,0,0,10013404,45648296,699672,8212420,0,0,0,0,0,0
23-07 14:33:09,5.625,2.500,88.623,0,0,10013404,45648296,699672,8212420,0,0,0,0,0,0
23-07 14:33:10,5.000,2.000,88.999,0,0,10013388,45647784,699676,8212932,0,12.000,0,2.000,0,0
23-07 14:33:11,4.750,2.500,89.004,0,0,10013388,45647784,699680,8212928,0,1940.088,0,17.001,0,0
23-07 14:33:12,5.125,2.500,88.499,0,0,10013188,45647784,699680,8213124,0,0,0,0,0,0
23-07 14:33:13,5.250,2.375,88.874,0,0,10013180,45647336,699680,8213572,0,0,0,0,0,0
23-07 14:33:14,4.875,2.375,88.755,0,0,10013172,45647080,699680,8213828,0,0,0,0,0,0
23-07 14:33:15,4.375,2.375,88.621,0,0,10013172,45647080,699680,8213828,0,51.998,0,4.000,0,0
23-07 14:33:16,5.750,2.625,89.124,0,0,10013160,45646696,699680,8214212,0,67.999,0,17.000,0,0
23-07 14:33:17,12.124,2.125,81.867,0,0,10013152,45646440,699680,8214468,0,0,0,0,0,0
23-07 14:33:18,4.875,2.250,89.009,0,0,10013148,45646184,699680,8214728,0,0,0,0,0,0
23-07 14:33:19,5.000,2.500,89.125,0,0,10013148,45646184,699680,8214728,0,12.000,0,1.000,76.000,90.000
23-07 14:33:20,5.000,2.375,88.880,0,0,10013136,45645672,699680,8215240,0,12.001,0,2.000,0,0
23-07 14:33:21,4.625,2.625,88.623,0,0,10013132,45645672,699684,8215240,0,2711.952,0,24.000,0,0
23-07 14:33:22,5.125,2.375,88.624,0,0,10013116,45645292,699684,8215624,0,0,0,0,0,0
23-07 14:33:23,5.125,2.375,89.249,0,0,10013116,45645164,699684,8215752,0,0,0,0,0,0
23-07 14:33:24,4.625,2.125,89.125,0,0,10013108,45644908,699684,8216008,0,0,0,0,28.000,42.000
23-07 14:33:25,5.125,2.500,89.251,0,0,10013096,45644652,699692,8216260,0,36.000,0,2.000,0,0
23-07 14:33:26,4.250,2.250,88.997,0,0,10013332,45644144,699692,8216524,0,35.999,0,1.000,0,0
23-07 14:33:27,4.875,2.625,89.128,0,0,10013320,45643760,699692,8216908,0,0,0,0,0,0
23-07 14:33:28,4.500,2.250,89.124,0,0,10013320,45643760,699692,8216908,0,0,0,0,0,0
23-07 14:33:29,5.875,2.125,88.753,0,0,10013308,45643376,699692,8217292,0,0,0,0,0,0
23-07 14:33:30,15.247,2.374,78.733,0,0,10010592,45638736,699712,8224628,0,95.980,0,7.998,0,0
23-07 14:33:31,18.750,2.375,75.125,0,0,10014388,45616076,699720,8242864,0,2592.015,0,25.000,0,0
23-07 14:33:32,15.376,2.750,78.258,0.125,0,10011456,45636168,699760,8225844,0,40911.940,0,349.034,0,0
23-07 14:33:33,9.625,2.125,84.252,0,0,10011564,45635664,699760,8226160,0,0,0,0,0,0
23-07 14:33:34,5.000,2.125,88.880,0,0,10011560,45635408,699760,8226420,0,0,0,0,0,0
23-07 14:33:35,5.125,2.000,88.628,0,0,10011560,45635280,699764,8226544,0,44.002,0,2.000,0,0
23-07 14:33:36,2.750,1.500,93.625,0,0,10010188,45636408,699764,8226804,0,8.000,0,2.000,1110.003,1366.003
23-07 14:33:37,0,0,99.752,0,0,10009428,45637168,699764,8226804,0,0,0,0,2266.039,2124.037
23-07 14:33:38,0.125,0,100.004,0,0,10009424,45637168,699764,8226808,0,0,0,0,92.003,0
23-07 14:33:39,0,0,99.874,0,0,10009424,45637168,699764,8226808,0,0,0,0,0,0
23-07 14:33:40,0,0.125,99.751,0,0,10009424,45637168,699764,8226808,0,0,0,0,0,0
23-07 14:33:41,0.250,0,99.877,0,0,10008776,45637816,699768,8226804,0,1184.019,0,13.000,0,0
23-07 14:33:42,0,0,99.625,0,0,10008632,45638084,699768,8226680,0,0,0,0,0,0
23-07 14:33:43,0.125,0,99.874,0,0,10008628,45638084,699768,8226684,0,0,0,0,0,0
23-07 14:33:44,0,0,99.874,0,0,10008628,45638084,699768,8226684,0,0,0,0,0,0
23-07 14:33:45,0,0.125,99.751,0,0,10010392,45636320,699772,8226680,0,68.001,0,2.000,0,0
23-07 14:33:46,0,0.125,99.751,0,0,10010388,45636320,699772,8226684,0,0,0,0,0,0
23-07 14:33:47,0.125,0,99.874,0,0,10010384,45636320,699772,8226688,0,8.000,0,2.000,151.999,179.998
23-07 14:33:48,0,0,100.000,0,0,10010380,45636320,699772,8226692,0,0,0,0,0,0
23-07 14:33:49,0,0,99.749,0,0,10010376,45636320,699772,8226696,0,0,0,0,0,0
23-07 14:33:50,0.125,0,99.874,0,0,10010376,45636320,699772,8226696,0,0,0,0,0,0
23-07 14:33:51,0,0.125,99.875,0,0,10010376,45636320,699772,8226696,0,60.000,0,11.000,0,0
23-07 14:33:52,0.250,0.125,99.751,0,0,10010376,45636320,699772,8226696,0,0,0,0,76.001,90.001
23-07 14:33:53,0,0,100.000,0,0,10010376,45636320,699772,8226696,0,0,0,0,0,0
23-07 14:33:54,0,0,99.874,0,0,10010376,45636320,699772,8226696,0,0,0,0,0,0
23-07 14:33:55,0,0.125,99.750,0,0,10010376,45636320,699772,8226696,0,4.000,0,1.000,0,0
23-07 14:33:56,0,0,99.501,0,0,10010332,45636320,699772,8226740,0,4.000,0,1.000,0,0
23-07 14:33:57,0.125,0,100.000,0,0,10010332,45636320,699772,8226740,0,0,0,0,0,0
23-07 14:33:58,0,0,99.875,0,0,10010332,45636320,699772,8226740,0,0,0,0,0,0
23-07 14:33:59,0,0,100.000,0,0,10010332,45636320,699772,8226740,0,0,0,0,0,0
23-07 14:34:00,0.125,0,99.749,0,0,10010332,45636320,699772,8226740,0,0,0,0,0,0
23-07 14:34:01,0.125,0,99.874,0,0,10010332,45636320,699772,8226740,0,44.000,0,4.000,491.997,449.998
23-07 14:34:02,0,0.125,99.875,0,0,10010332,45636320,699772,8226740,0,8.000,0,2.000,2739.995,2951.995
23-07 14:34:03,0.250,0.375,99.122,0,0,10018088,45628508,699772,8226764,0,16.000,0,4.000,11496.681,8206.772
23-07 14:34:04,0.375,0,99.877,0,0,10018084,45628508,699772,8226768,0,0,0,0,2906.048,4080.068
23-07 14:34:05,0.125,0.125,99.747,0,0,10017176,45629416,699772,8226768,0,0,0,0,3265.911,3419.907
23-07 14:34:06,0,0.125,99.879,0,0,10014920,45631672,699772,8226768,0,156.006,0,2.000,1354.051,720.027
23-07 14:34:07,0,0,99.875,0,0,10014884,45631708,699772,8226768,0,8.000,0,2.000,0,0
23-07 14:34:08,0.125,0,99.875,0,0,10014884,45631708,699772,8226768,0,0,0,0,948.000,1170.000
23-07 14:34:09,0,0,99.751,0,0,10014884,45631708,699772,8226768,0,0,0,0,3044.032,2916.031
23-07 14:34:10,0,0,99.750,0,0,10014884,45631708,699772,8226768,0,0,0,0,3195.999,2879.999
23-07 14:34:11,0.125,0,99.999,0,0,10014880,45631708,699776,8226768,0,20.000,0,2.000,3055.965,2717.969
23-07 14:34:12,0,0,99.876,0,0,10014876,45631708,699776,8226772,0,0,0,0,2386.014,2412.014
23-07 14:34:13,0.125,0,99.750,0,0,10014872,45631708,699776,8226776,0,0,0,0,2965.987,2783.987
23-07 14:34:14,0,0,99.875,0,0,10014872,45631708,699776,8226776,0,0,0,0,692.000,684.000
23-07 14:34:15,0.125,0,99.625,0.125,0,10014872,45631708,699776,8226776,0,192.001,0,2.000,2004.006,1998.006
23-07 14:34:16,0.250,0,99.625,0,0,10015196,45631708,699776,8226452,0,203.999,0,45.000,2555.988,2949.987
23-07 14:34:17,0.125,0,100.000,0.125,0,10015312,45631548,699776,8226432,0,116.000,0,26.000,3242.013,3342.013
23-07 14:34:18,0,0.125,99.624,0,0,10015056,45631804,699776,8226432,0,0,0,0,3269.981,3131.982
23-07 14:34:19,0.125,0,100.000,0,0,10015056,45631804,699776,8226432,0,0,0,0,2768.013,2880.014
23-07 14:34:20,0,0,99.749,0,0,10015296,45631564,699776,8226432,0,0,0,0,3157.977,2807.979
23-07 14:34:21,0,0,99.876,0,0,10015296,45631564,699776,8226432,0,0,0,0,2678.022,2770.022
23-07 14:34:22,0,0,99.749,0,0,10015292,45631564,699776,8226436,0,4.000,0,1.000,2885.970,2789.971
23-07 14:34:23,0.125,0.125,99.997,0,0,10015292,45631564,699776,8226436,0,0,0,0,3113.898,3113.898
23-07 14:34:24,0,0,99.755,0,0,10015292,45631564,699776,8226436,0,0,0,0,686.031,540.025
23-07 14:34:25,0.125,0.125,99.625,0,0,10016912,45629944,699776,8226436,0,0,0,0,2513.995,2879.994
23-07 14:34:26,0,0,100.000,0,0,10017056,45629800,699776,8226436,0,52.000,0,3.000,2778.001,3300.002
23-07 14:34:27,3.749,1.250,94.848,0,0,10077228,45569536,699780,8226524,0,215.939,0,6.998,3435.023,3870.899
23-07 14:34:28,8.001,1.375,90.516,0,0,10170204,45476004,699780,8227108,0,1216.213,0,12.002,3398.596,3616.634
23-07 14:34:29,0.125,0,99.756,0,0,10155172,45491284,699780,8226860,0,0,0,0,2692.159,2970.175
23-07 14:34:30,0.250,0,100.003,0,0,10147108,45499348,699780,8226860,0,0,0,0,854.028,720.024
23-07 14:34:31,0,0,99.751,0,0,10132360,45514096,699780,8226860,0,0,0,0,2714.019,3396.023
23-07 14:34:32,0.125,0.125,99.749,0,0,10124000,45522456,699780,8226860,0,36.000,0,5.000,2995.975,3167.973
23-07 14:34:33,0,0,99.876,0,0,10110276,45536176,699780,8226864,0,8.000,0,2.000,2954.042,3540.050
